,INDICATOR_CODE,INDICATOR_NAME,Country_ID,Country_Code,Region,IncomeGroup,CountryName,RECORDED_YEAR,EMISSION
16,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2006,0.9964232943
17,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2007,1.013248627
18,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2008,1.053662958
19,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2009,0.9907341798
20,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2010,1.017488422
21,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2011,0.9768404165
22,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2012,0.9895846702
23,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2013,1.00115404
24,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2014,1.013757999
25,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2015,0.9604298356
26,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2016,0.9413373187
27,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2017,0.9338738604
28,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2018,0.9214534374
29,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2019,0.9152939976
30,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),2,AFE,,,Africa Eastern and Southern,2020,0.7954199084
31,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,1990,0.1913893449
32,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,1991,0.1806737857
33,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,1992,0.1265169792
34,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,1993,0.1091056973
35,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,1994,0.0966377461
36,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,1995,0.08878115675
37,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,1996,0.08226651768
38,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,1997,0.07555869785
39,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,1998,0.07126970164
40,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,1999,0.05824684171
41,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2000,0.05516660661
42,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2001,0.05529271917
43,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2002,0.06681013793
44,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2003,0.0730049684
45,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2004,0.05486675873
46,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2005,0.08036113437
47,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2006,0.08975690863
48,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2007,0.109940042
49,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2008,0.1655733549
50,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2009,0.2395069005
51,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2010,0.3042302159
52,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2011,0.4089652909
53,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2012,0.3350610354
54,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2013,0.2980878127
55,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2014,0.2836923959
56,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2015,0.2979717747
57,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2016,0.2683587727
58,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2017,0.2811958157
59,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2018,0.2990826342
60,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2019,0.2975636505
61,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),3,AFG,South Asia,Low income,Afghanistan,2020,0.223478872
62,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,1990,0.4701112694
63,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,1991,0.5210841726
64,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,1992,0.5580133903
65,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,1993,0.5138589888
66,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,1994,0.4623843808
67,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,1995,0.4926561642
68,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,1996,0.5543047105
69,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,1997,0.5400619778
70,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,1998,0.5067093957
71,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,1999,0.5029054025
72,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2000,0.5216885977
73,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2001,0.5335523461
74,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2002,0.4865957541
75,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2003,0.5057905126
76,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2004,0.4970744767
77,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2005,0.4907338753
78,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2006,0.4528127308
79,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2007,0.4268423571
80,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2008,0.436976622
81,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2009,0.4097951062
82,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2010,0.4478165775
83,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2011,0.4515780904
84,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2012,0.452100782
85,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2013,0.4816231074
86,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2014,0.4935048693
87,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2015,0.4755767493
88,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2016,0.4797751091
89,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2017,0.4651656141
90,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2018,0.4758170128
91,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2019,0.490837275
92,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),4,AFW,,,Africa Western and Central,2020,0.4631502733
93,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,1990,0.5549413212
94,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,1991,0.545806579
95,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,1992,0.5444129182
96,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,1993,0.7109608867
97,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,1994,0.8392663782
98,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,1995,0.9142645695
99,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,1996,1.073630274
100,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,1997,1.086325156
101,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,1998,1.091172539
102,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,1999,1.109791073
103,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2000,0.9884164157
104,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2001,0.9418184967
105,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2002,0.8957168015
106,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2003,0.924988063
107,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2004,0.9298110795
108,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2005,0.8128750875
109,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2006,0.8212638017
110,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2007,0.8114135058
111,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2008,0.8886098449
112,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2009,0.9394573602
113,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2010,0.9759167718
114,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2011,0.9837870811
115,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2012,0.9475831073
116,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2013,1.031043636
117,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2014,1.091497057
118,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2015,1.125185364
119,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2016,1.012552124
120,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2017,0.8297232168
121,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2018,0.7558276195
122,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2019,0.7536382054
123,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),5,AGO,Sub-Saharan Africa,Lower middle income,Angola,2020,0.5927429678
124,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,1990,1.844035463
125,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,1991,1.26105443
126,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,1992,0.6896437031
127,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,1993,0.6440084195
128,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,1994,0.6499381457
129,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,1995,0.612055271
130,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,1996,0.6212056503
131,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,1997,0.4698309967
132,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,1998,0.5768044417
133,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,1999,0.9602969398
134,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2000,1.031567545
135,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2001,1.056868354
136,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2002,1.233001531
137,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2003,1.361158778
138,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2004,1.427944204
139,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2005,1.360092207
140,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2006,1.363988602
141,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2007,1.433796507
142,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2008,1.428249586
143,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2009,1.492116704
144,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2010,1.64276193
145,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2011,1.768108509
146,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2012,1.565921402
147,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2013,1.656389503
148,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2014,1.795712442
149,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2015,1.665218525
150,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2016,1.590069333
151,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2017,1.880557113
152,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2018,1.85464154
153,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2019,1.749462457
154,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),6,ALB,Europe & Central Asia,Upper middle income,Albania,2020,1.544550115
155,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,1990,7.592152178
156,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,1991,7.336724754
157,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,1992,7.099907477
158,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,1993,6.937047806
159,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,1994,6.663237053
160,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,1995,6.754131706
161,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,1996,7.08273185
162,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,1997,7.194088
163,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,1998,7.531924033
164,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,1999,7.812961694
165,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2000,7.927016355
166,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2001,7.725626659
167,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2002,7.498764979
168,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2003,7.238069466
169,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2004,7.286756008
170,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2005,7.206273645
171,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2006,6.805400082
172,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2007,6.890389929
173,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2008,7.081822365
174,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2009,6.995396198
175,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2010,7.223590934
176,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2011,6.957586407
177,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2012,6.86229282
178,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2013,6.674233189
179,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2014,6.445930663
180,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2015,6.485769241
181,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2016,6.465288117
182,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2017,6.302097864
183,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2018,6.59405703
184,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2019,6.287203804
185,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),7,AND,Europe & Central Asia,High income,Andorra,2020,5.777147992
186,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,1990,2.799502284
187,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,1991,2.749432245
188,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,1992,2.911979
189,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,1993,3.05282055
190,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,1994,3.149925996
191,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,1995,3.167199621
192,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,1996,3.202337188
193,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,1997,3.280784693
194,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,1998,3.22404742
195,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,1999,3.194447588
196,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2000,3.253567467
197,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2001,3.357638217
198,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2002,3.396585112
199,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2003,3.424829362
200,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2004,3.532319095
201,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2005,3.687724279
202,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2006,3.787710894
203,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2007,3.84041875
204,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2008,4.041063006
205,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2009,4.068963119
206,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2010,4.208452772
207,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2011,4.209483864
208,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2012,4.40120853
209,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2013,4.386230744
210,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2014,4.439510778
211,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2015,4.450524609
212,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2016,4.402999306
213,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2017,4.350683678
214,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2018,4.222333042
215,EN.ATM.CO2E.PC,CO2 emissions (metric tons per capita),8,ARB,,,Arab World,2019,4.181158003
